"","argomento","nome","cognome","genere","dataNascita","gruppo_parlamentare","background","inizioIncarico","fineIncarico","data_intervento","intervento","discussione","gruppo"
"70","Per un richiamo al Regolamento circa la presunta parzialità della Presidente della Camera nella conduzione della seduta, in difesa della stessa dai reiterati attacchi da parte di un gruppo parlamentare, su presunte anomalie nelle votazioni in Comitato dei nove, e sull'ordine dei lavori (omicidio di una donna a Udine; insulti ad esponenti di un partito da parte di un membro del Comitato dei saggi per le riforme costituzionali; compleanno di Lucia Annibaldi, vittima di violenza; sugli effetti negativi del decreto svuota-carceri e sugli uomini vittime di stalking; sentenza sul lodo Mondadori; contenuto degli interventi sull'ordine dei lavori).","DAVIDE","CRIPPA","male",1979-04-11,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in ingegneria civile e ambientale; Libero professionista",2013-03-19,2018-03-22,2013-09-18,"<http://dati.camera.it/ocd/intervento.rdf/in17_234435>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib57966_17>","Movimento 5 Stelle"
"71","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (interventi a favore delle famiglie di disabili; attacco alla sede del PD di Castellanza (Varese); calamità naturali e dissesto idrogeologico; mancata adozione del piano antiviolenza sulle donne; conferenza dei servizi sul gasdotto TAP; conferimento di incarico di consulenza da parte del sindaco di Nusco (Avellino) ad un collega di partito) e per la risposta ad uno strumento del sindacato ispettivo","DAVIDE","CRIPPA","male",1979-04-11,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in ingegneria civile e ambientale; Libero professionista",2013-03-19,2018-03-22,2014-11-12,"<http://dati.camera.it/ocd/intervento.rdf/in17_305198>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72353_17>","Movimento 5 Stelle"
"72","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (anniversario della morte dello studente Vito Scafidi; concerto neonazista in provincia di Milano; opacità nelle associazioni di volontariato ambientale; mancata attuazione del piano antiviolenza sulle donne; morte di un elettricista dell'ILVA per malattia professionale; ferimento di un'attivista italiana di Greenpeace; crescita dei reati contro la persona nel ragusano; proposta di legge sulla registrazione degli atti di stato civile; esondazione del fiume Seveso e posizione di un gruppo politico; finanziamenti pubblici delle diverse fonti energetiche) e per la risposta a strumenti del sindacato ispettivo","GIUSEPPE","D'AMBROSIO","male",1978-04-29,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in professioni sanitarie della riabilitazione; Fisioterapista",2013-03-19,2018-03-22,2014-11-17,"<http://dati.camera.it/ocd/intervento.rdf/in17_305882>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72469_17>","Movimento 5 Stelle"
"73","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (entrata in vigore della Convenzione di Istanbul sulla lotta alla violenza contro le donne; sciopero della fame di esponenti radicali per la condizione dei detenuti; per la nomina del Commissario per la sanità in Calabria; default dell'Argentina; blocco della vendita di armi ad Israele; per il rapido voto in Assemblea del disegno di legge sul reato di depistaggio; probabile chiusura del centro trapianti di midollo osseo di Genova; problemi nell'attuazione del piano delle infrastrutture strategiche; per comunicazione del Governo sulla revisione della convenzione tra la Tirrenia e la Regione Sardegna; sversamento di liquami nocivi nel fiume Treja; aumento della disoccupazione giovanile e intendimenti del Governo; violenza sessuale di militari USA a Vicenza; per la nomina di un ministro per le pari opportunità) e per la risposta a strumenti del sindacato ispettivo.","FEDERICO","D'INCA'","male",1976-02-10,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in economia e commercio; Dipendente di azienda privata",2013-03-19,2018-03-22,2014-07-31,"<http://dati.camera.it/ocd/intervento.rdf/in17_291482>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib69280_17>","Movimento 5 Stelle"
"74","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne. Audizione della sottosegretaria di Stato per il lavoro e le politiche sociali Franca Biondelli.","MATTEO","DALL'OSSO","male",1978-05-18,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in ingegneria elettronica; Ingegnere elettronico",2013-03-19,2018-03-22,2016-04-06,"<http://dati.camera.it/ocd/intervento.rdf/in17_385853>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib90123_17>","Movimento 5 Stelle"
"75","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne.
Audizione di Dora Iacobelli, Vice Presidente di Legacoop e Presidente della Commissione pari opportunità di Legacoop.","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2016-01-14,"<http://dati.camera.it/ocd/intervento.rdf/in17_371637>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib86696_17>","Sinistra"
"76","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne.
Audizione della dottoressa Anna Cristina D'Addio, economista, esperta in politiche pensionistiche presso la Divisione delle politiche sociali della Direzione impiego, lavoro e affari sociali dell'OCSE","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2016-02-10,"<http://dati.camera.it/ocd/intervento.rdf/in17_375909>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib87680_17>","Sinistra"
"77","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne.
Audizione di Mauro Bussoni, Segretario generale di Confesercenti.","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2016-01-14,"<http://dati.camera.it/ocd/intervento.rdf/in17_371635>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib86695_17>","Sinistra"
"78","Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne.
Audizione di Massimo De Felice, Presidente dell'INAIL, e di Agatino Cariola, direttore della Direzione centrale rapporto assicurativo dell'INAIL.","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2016-01-14,"<http://dati.camera.it/ocd/intervento.rdf/in17_371631>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib86693_17>","Sinistra"
"79","Deliberazione di una proroga del termine dell'indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2016-01-12,"<http://dati.camera.it/ocd/intervento.rdf/in17_371158>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib86548_17>","Sinistra"
"80","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne.
Audizione della dottoressa Antonietta Mundo, esperta in materia statistica e attuariale","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2016-02-10,"<http://dati.camera.it/ocd/intervento.rdf/in17_375905>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib87679_17>","Sinistra"
"81","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne.
Audizione della dottoressa Antonietta Mundo, esperta in materia statistica e attuariale","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2016-02-10,"<http://dati.camera.it/ocd/intervento.rdf/in17_375908>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib87679_17>","Sinistra"
"82","5-00110 Gnecchi: Termine di pagamento del TFS per le donne rientranti nel regime sperimentale","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2013-12-05,"<http://dati.camera.it/ocd/intervento.rdf/in17_250496>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib60993_17>","Sinistra"
"83","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne.
Audizione di Linda Laura Sabbadini, Direttore del Dipartimento per le statistiche sociali e ambientali dell'ISTAT.","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2015-10-08,"<http://dati.camera.it/ocd/intervento.rdf/in17_356138>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib83074_17>","Sinistra"
"84","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne. Audizione del sottosegretario di Stato per l'economia e le finanze Pier Paolo Baretta","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2016-04-06,"<http://dati.camera.it/ocd/intervento.rdf/in17_385842>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib90122_17>","Sinistra"
"85","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne. Audizione della sottosegretaria di Stato per il lavoro e le politiche sociali Franca Biondelli.","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2016-04-06,"<http://dati.camera.it/ocd/intervento.rdf/in17_385850>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib90123_17>","Sinistra"
"86","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (riunione Comitato dei nove in I Commissione; crisi occupazionale alla Open.Co; problemi legati alla ""Opzione donna"" in materia pensionistica; danneggiamenti alla sede padovana del gruppo Veronesi mangimi; richiesta di revoca dalle Commissioni antimafia e giustizia di un deputato indagato; indagini su un deputato e anomalie della gestione dell'acqua in Campania).","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2015-07-14,"<http://dati.camera.it/ocd/intervento.rdf/in17_345695>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib80579_17>","Sinistra"
"87","Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne.
Audizione di Pierangelo Albini, direttore dell'area lavoro e welfare di Confindustria.","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2016-01-13,"<http://dati.camera.it/ocd/intervento.rdf/in17_371388>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib86607_17>","Sinistra"
"88","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne. Audizione di Laura Calafà, professoressa associata di diritto del lavoro e di diritto del lavoro dell'Unione europea presso l'Università degli Studi di Verona.","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2016-02-01,"<http://dati.camera.it/ocd/intervento.rdf/in17_374213>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib87327_17>","Sinistra"
"89","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne. Audizione di rappresentanti del Centro Patronati (CE.PA.): Domenico Pesenti, presidente di INAS-CISL, Michele Zerillo, rappresentante di ITAL-UIL, Claudio Piersanti, rappresentante di ACLI, Fulvia Colombini, rappresentante di INCA-CGIL, e Angela Maria Caracciolo, rappresentante di INAS-CISL.","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2016-02-01,"<http://dati.camera.it/ocd/intervento.rdf/in17_374211>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib87326_17>","Sinistra"
"90","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne. Audizione di Giovanni Marcantonio, Consigliere nazionale coordinatore della Commissione politiche previdenziali dell'Ordine dei consulenti del lavoro.","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2016-02-01,"<http://dati.camera.it/ocd/intervento.rdf/in17_374208>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib87325_17>","Sinistra"
"91","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne. Audizione di Laura Calafà, professoressa associata di diritto del lavoro e di diritto del lavoro dell'Unione europea presso l'Università degli Studi di Verona.","CESARE","DAMIANO","male",1948-06-15,"PARTITO DEMOCRATICO (19.03.2013-22.03.2018)","Diploma di ragioneria; Funzionario di partito",2013-03-19,2018-03-22,2016-02-01,"<http://dati.camera.it/ocd/intervento.rdf/in17_374215>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib87327_17>","Sinistra"
"92","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (alluvioni a Carrara; proposte di legge di iniziative popolare; mancata adozione del piano antiviolenza sulle donne da parte del Governo; coppia di cristiani arsi vivi in Pakistan e persecuzioni anticristiane nei paesi islamici)","DIEGO","DE LORENZIS","male",1979-06-06,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in ingegneria informatica; Ingegnere",2013-03-19,2018-03-22,2014-11-06,"<http://dati.camera.it/ocd/intervento.rdf/in17_304293>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72150_17>","Movimento 5 Stelle"
"93","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (anniversario della morte dello studente Vito Scafidi; concerto neonazista in provincia di Milano; opacità nelle associazioni di volontariato ambientale; mancata attuazione del piano antiviolenza sulle donne; morte di un elettricista dell'ILVA per malattia professionale; ferimento di un'attivista italiana di Greenpeace; crescita dei reati contro la persona nel ragusano; proposta di legge sulla registrazione degli atti di stato civile; esondazione del fiume Seveso e posizione di un gruppo politico; finanziamenti pubblici delle diverse fonti energetiche) e per la risposta a strumenti del sindacato ispettivo","DIEGO","DE LORENZIS","male",1979-06-06,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in ingegneria informatica; Ingegnere",2013-03-19,2018-03-22,2014-11-17,"<http://dati.camera.it/ocd/intervento.rdf/in17_305886>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72469_17>","Movimento 5 Stelle"
"94","Sull'ordine dei lavori (morte dell'ex deputato Pietro Barcellona; conseguenze della vicenda dell'ILVA sullo stabilimento di Caronno Pertusella; ritrovamento di fusti con fanghi industriali a Casal di Principe; mancata risposta del Governo a interpellanze e interrogazioni; offesa ad un partito storico sul sito Internet di un partito politico; episodi di violenza sulle donne; posizioni contraddittorie di un partito politico; organizzazione dei tempi dei lavori parlamentari) e per la risposta ad uno strumento del sindacato ispettivo","DIEGO","DE LORENZIS","male",1979-06-06,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in ingegneria informatica; Ingegnere",2013-03-19,2018-03-22,2013-09-17,"<http://dati.camera.it/ocd/intervento.rdf/in17_233953>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib57878_17>","Movimento 5 Stelle"
"95","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (interventi a favore delle famiglie di disabili; attacco alla sede del PD di Castellanza (Varese); calamità naturali e dissesto idrogeologico; mancata adozione del piano antiviolenza sulle donne; conferenza dei servizi sul gasdotto TAP; conferimento di incarico di consulenza da parte del sindaco di Nusco (Avellino) ad un collega di partito) e per la risposta ad uno strumento del sindacato ispettivo","DIEGO","DE LORENZIS","male",1979-06-06,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in ingegneria informatica; Ingegnere",2013-03-19,2018-03-22,2014-11-12,"<http://dati.camera.it/ocd/intervento.rdf/in17_305200>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72353_17>","Movimento 5 Stelle"
"96","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (anniversario della morte dello studente Vito Scafidi; concerto neonazista in provincia di Milano; opacità nelle associazioni di volontariato ambientale; mancata attuazione del piano antiviolenza sulle donne; morte di un elettricista dell'ILVA per malattia professionale; ferimento di un'attivista italiana di Greenpeace; crescita dei reati contro la persona nel ragusano; proposta di legge sulla registrazione degli atti di stato civile; esondazione del fiume Seveso e posizione di un gruppo politico; finanziamenti pubblici delle diverse fonti energetiche) e per la risposta a strumenti del sindacato ispettivo","MASSIMO FELICE","DE ROSA","male",1979-07-20,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Scienze tecnologie per l'ambiente; Dipendente di azienda privata",2013-03-19,2018-03-22,2014-11-17,"<http://dati.camera.it/ocd/intervento.rdf/in17_305888>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib72469_17>","Movimento 5 Stelle"
"97","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (mancata adozione del piano antiviolenza sulle donne; violenta tromba d'aria su comuni della provincia di Padova)","MASSIMO FELICE","DE ROSA","male",1979-07-20,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Scienze tecnologie per l'ambiente; Dipendente di azienda privata",2013-03-19,2018-03-22,2014-10-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_303097>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib71838_17>","Movimento 5 Stelle"
"98","Sull'ordine dei lavori, per interventi su argomenti non iscritti all'ordine del giorno (mancata adozione del piano antiviolenza sulle donne; violenta tromba d'aria su comuni della provincia di Padova)","ALESSANDRO","DI BATTISTA","male",1978-08-04,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in discipline dell'arte, della musica e dello spettacolo, Master di secondo livello in tutela internazionale dei diritti umani; Scrittore",2013-03-19,2018-03-22,2014-10-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_303089>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib71838_17>","Movimento 5 Stelle"
"99","Sull'ordine dei lavori (udienza del leader di un partito al Quirinale; costituzione di un gruppo di deptuati per la modifica della normativa sulla cittadinanza; vicenda di una donna figlia di immigrati stranieri; problemi di alcuni cittadini). Per la disciplina della discussione, per il rispetto del Presidente della Repubblica, in merito a espressioni sconvenienti atte a ledere persone o istituzioni e per l'uso di un linguaggio consono. Richiamo al Regolamento, sulla disciplina degli interventi sull'ordine dei lavori.","ALESSANDRO","DI BATTISTA","male",1978-08-04,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in discipline dell'arte, della musica e dello spettacolo, Master di secondo livello in tutela internazionale dei diritti umani; Scrittore",2013-03-19,2018-03-22,2014-04-03,"<http://dati.camera.it/ocd/intervento.rdf/in17_273083>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib65092_17>","Movimento 5 Stelle"
"100","Sull'ordine dei lavori (udienza del leader di un partito al Quirinale; costituzione di un gruppo di deptuati per la modifica della normativa sulla cittadinanza; vicenda di una donna figlia di immigrati stranieri; problemi di alcuni cittadini). Per la disciplina della discussione, per il rispetto del Presidente della Repubblica, in merito a espressioni sconvenienti atte a ledere persone o istituzioni e per l'uso di un linguaggio consono. Richiamo al Regolamento, sulla disciplina degli interventi sull'ordine dei lavori.","ALESSANDRO","DI BATTISTA","male",1978-08-04,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in discipline dell'arte, della musica e dello spettacolo, Master di secondo livello in tutela internazionale dei diritti umani; Scrittore",2013-03-19,2018-03-22,2014-04-03,"<http://dati.camera.it/ocd/intervento.rdf/in17_273084>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib65092_17>","Movimento 5 Stelle"
"101","Sull'ordine dei lavori (udienza del leader di un partito al Quirinale; costituzione di un gruppo di deptuati per la modifica della normativa sulla cittadinanza; vicenda di una donna figlia di immigrati stranieri; problemi di alcuni cittadini). Per la disciplina della discussione, per il rispetto del Presidente della Repubblica, in merito a espressioni sconvenienti atte a ledere persone o istituzioni e per l'uso di un linguaggio consono. Richiamo al Regolamento, sulla disciplina degli interventi sull'ordine dei lavori.","ALESSANDRO","DI BATTISTA","male",1978-08-04,"MOVIMENTO 5 STELLE (19.03.2013-22.03.2018)","Laurea in discipline dell'arte, della musica e dello spettacolo, Master di secondo livello in tutela internazionale dei diritti umani; Scrittore",2013-03-19,2018-03-22,2014-04-03,"<http://dati.camera.it/ocd/intervento.rdf/in17_273190>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib65092_17>","Movimento 5 Stelle"
"102","Per un richiamo al Regolamento circa la presunta parzialità della Presidente della Camera nella conduzione della seduta, in difesa della stessa dai reiterati attacchi da parte di un gruppo parlamentare, su presunte anomalie nelle votazioni in Comitato dei nove, e sull'ordine dei lavori (omicidio di una donna a Udine; insulti ad esponenti di un partito da parte di un membro del Comitato dei saggi per le riforme costituzionali; compleanno di Lucia Annibaldi, vittima di violenza; sugli effetti negativi del decreto svuota-carceri e sugli uomini vittime di stalking; sentenza sul lodo Mondadori; contenuto degli interventi sull'ordine dei lavori).","RAFFAELE","DI GIOIA","male",1951-05-20,"MISTO (19.03.2013-19.01.2017)","Laurea in scienze politiche, Laurea in economia industriale; Impiegato",2013-03-19,2017-01-19,2013-09-18,"<http://dati.camera.it/ocd/intervento.rdf/in17_234426>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib57966_17>","Misto"
"103","Per richiami al Regolamento e sull'ordine dei lavori (disciplina degli interventi sul processo verbale; irritualità della chiusura anticipata della discussione nella seduta del 29 gennaio; stigmatizzazione del comportamento di un gruppo parlamentare; impossibilità per alcuni deputati di partecipare alle sedute delle Commissioni; incidenti verificatisi nel corso della seduta del 29 gennaio; riforma del Regolamento; solidarietà agli assistenti parlamentari; espressioni di solidarietà alla Presidente della Camera e al Presidente della Repubblica; adozione di atteggiamenti e di un linguaggio irrispettosi nei confronti delle donne).","RAFFAELE","DI GIOIA","male",1951-05-20,"MISTO (19.03.2013-19.01.2017)","Laurea in scienze politiche, Laurea in economia industriale; Impiegato",2013-03-19,2017-01-19,2014-01-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_261048>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib62801_17>","Misto"
"104","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne.
Audizione della dottoressa Antonietta Mundo, esperta in materia statistica e attuariale","TERESA MARIA","DI SALVO","female",1955-06-23,"PARTITO DEMOCRATICO (17.11.2014-22.03.2018)","Laurea in scienze politiche; Sindacalista",2014-11-17,2018-03-22,2016-02-10,"<http://dati.camera.it/ocd/intervento.rdf/in17_375907>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib87679_17>","Sinistra"
"105","Per un richiamo al Regolamento circa la presunta parzialità della Presidente della Camera nella conduzione della seduta, in difesa della stessa dai reiterati attacchi da parte di un gruppo parlamentare, su presunte anomalie nelle votazioni in Comitato dei nove, e sull'ordine dei lavori (omicidio di una donna a Udine; insulti ad esponenti di un partito da parte di un membro del Comitato dei saggi per le riforme costituzionali; compleanno di Lucia Annibaldi, vittima di violenza; sugli effetti negativi del decreto svuota-carceri e sugli uomini vittime di stalking; sentenza sul lodo Mondadori; contenuto degli interventi sull'ordine dei lavori).","TERESA MARIA","DI SALVO","female",1955-06-23,"SINISTRA ECOLOGIA LIBERTA' (19.03.2013-23.06.2014)","Laurea in scienze politiche; Sindacalista",2013-03-19,2014-06-23,2013-09-18,"<http://dati.camera.it/ocd/intervento.rdf/in17_234423>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib57966_17>","Sinistra"
"106","Per richiami al Regolamento e sull'ordine dei lavori (disciplina degli interventi sul processo verbale; irritualità della chiusura anticipata della discussione nella seduta del 29 gennaio; stigmatizzazione del comportamento di un gruppo parlamentare; impossibilità per alcuni deputati di partecipare alle sedute delle Commissioni; incidenti verificatisi nel corso della seduta del 29 gennaio; riforma del Regolamento; solidarietà agli assistenti parlamentari; espressioni di solidarietà alla Presidente della Camera e al Presidente della Repubblica; adozione di atteggiamenti e di un linguaggio irrispettosi nei confronti delle donne).","TERESA MARIA","DI SALVO","female",1955-06-23,"SINISTRA ECOLOGIA LIBERTA' (19.03.2013-23.06.2014)","Laurea in scienze politiche; Sindacalista",2013-03-19,2014-06-23,2014-01-30,"<http://dati.camera.it/ocd/intervento.rdf/in17_261038>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib62801_17>","Sinistra"
"107","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne.
Audizione di Linda Laura Sabbadini, Direttore del Dipartimento per le statistiche sociali e ambientali dell'ISTAT.","TERESA MARIA","DI SALVO","female",1955-06-23,"PARTITO DEMOCRATICO (17.11.2014-22.03.2018)","Laurea in scienze politiche; Sindacalista",2014-11-17,2018-03-22,2015-10-08,"<http://dati.camera.it/ocd/intervento.rdf/in17_356139>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib83074_17>","Sinistra"
"108","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne. Audizione del sottosegretario di Stato per l'economia e le finanze Pier Paolo Baretta","TERESA MARIA","DI SALVO","female",1955-06-23,"PARTITO DEMOCRATICO (17.11.2014-22.03.2018)","Laurea in scienze politiche; Sindacalista",2014-11-17,2018-03-22,2016-04-06,"<http://dati.camera.it/ocd/intervento.rdf/in17_385845>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib90122_17>","Sinistra"
"109","Svolgimento e conclusione - Indagine conoscitiva sull'impatto in termini di genere della normativa previdenziale e sulle disparità esistenti in materia di trattamenti pensionistici tra uomini e donne. Audizione della sottosegretaria di Stato per il lavoro e le politiche sociali Franca Biondelli.","TERESA MARIA","DI SALVO","female",1955-06-23,"PARTITO DEMOCRATICO (17.11.2014-22.03.2018)","Laurea in scienze politiche; Sindacalista",2014-11-17,2018-03-22,2016-04-06,"<http://dati.camera.it/ocd/intervento.rdf/in17_385856>","<http://dati.camera.it/ocd/discussione.rdf/disIdDib90123_17>","Sinistra"
